OBJECTID_12,Join_Count,TARGET_FID,OBJECTID,PRI_NEIGH_,PRI_NEIGH,SEC_NEIGH_,SEC_NEIGH,f1,f2,f3,f4,f5,f6,objectid_1,pri_neigh_1,excel_id,ID,Case_Number,Date_,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year_,Updated_On,Latitude,Longitude,Location,Shape_Length,Shape_Area
91,4,91,48,150,Pill Hill,030,Calumet Heights,0.000000000000000,0.000000000000000,0.000000000000000,0,Pill Hill,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403363&regionType=8&service=chart,89,Pill Hill,{D0004A5E-F4D1-4A31-84AB-F366D506BC6E},10123047,HY311527,06/22/2015 12:50:00 PM,020XX E 93RD ST,330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,413,4,8,48,3,1191683,1843753,2015,07/14/2015 12:39:35 PM,41.726251701000002,-87.573437415000001,"(41.726251701, -87.573437415)",9974.309703211387400,6190777.517485947300000
92,152,92,49,032,Chatham, , ,0.535110260000000,39.597396920000001,34536.608204379998000,139000,Chatham,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=273222&regionType=8&service=chart,142,Chatham,{FEA9E6F2-9814-4751-A551-D7166E2B031B},10179330,HY367395,08/03/2015 01:45:00 PM,076XX S COTTAGE GROVE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,624,6,6,69,3,1182842,1854726,2015,08/10/2015 12:52:15 PM,41.756572429999999,-87.605482393000003,"(41.75657243, -87.605482393)",26907.532707717102000,43611463.706455253000000
93,78,93,50,033,Chicago Lawn, , ,0.440841400000000,39.536544370000001,37071.527448369998000,199000,Chicago Lawn,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269576&regionType=8&service=chart,146,Chicago Lawn,{C7D522A3-A92A-48B4-8617-2A86F82DE455},10173069,HY360507,07/29/2015 01:05:00 PM,062XX S ALBANY AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,823,8,15,66,3,1156745,1863291,2015,08/05/2015 12:40:02 PM,41.780642168000000,-87.700892530000004,"(41.780642168, -87.70089253)",21179.748200179532000,21087261.404855803000000
94,1,94,52,036,Clearing (E), , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Clearing (E),http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403337&regionType=8&service=chart,166,Clearing (E),{EB38ACA2-1271-4AC7-85A0-969479967E0D},9754916,HX404653,08/26/2014 09:50:00 PM,063XX S CICERO AVE,0,ROBBERY,ARMED: HANDGUN,STREET,false,false,813,8,13,64,3,1145421,1862337,2014,09/02/2014 12:38:34 PM,41.778245280999997,-87.742433011000003,"(41.778245281, -87.742433011)",5322.311727417351900,1772976.124134578000000
95,17,95,53,037,Clearing (W), , ,0.248312130000000,34.887972329999997,46677.985008709999000,190400,Clearing (W),http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=137841&regionType=8&service=chart,155,Clearing (W),{42FABF1A-8D96-4A8B-BA5A-66C87C0101EF},10154929,HY343661,07/16/2015 08:00:00 PM,060XX W 63RD ST,320,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,812,8,23,64,3,1137004,1862169,2015,07/23/2015 12:46:05 PM,41.777938827000000,-87.773294761000002,"(41.777938827, -87.773294761)",30085.539264896699000,37533421.517539680000000
96,74,96,54,039,Cragin, , ,0.000000000000000,0.000000000000000,0.000000000000000,201000,Cragin,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=28173&regionType=8&service=chart,119,Cragin,{3ADAB118-4EC1-4ACB-95A0-BF860A883842},10179905,HY368248,08/04/2015 02:15:00 AM,052XX W FULLERTON AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,2515,25,31,19,3,1140763,1915489,2015,08/11/2015 01:05:14 PM,41.924188448999999,-87.758204687000003,"(41.924188449, -87.758204687)",30745.919780960910000,44481814.470123813000000
97,9,97,168,156,Printers Row,186,South Loop,0.000000000000000,0.000000000000000,0.000000000000000,218000,Printers Row,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403343&regionType=8&service=chart,78,Printers Row,{D8E8AE7B-FF11-43D2-9202-D57E75DCD96D},10180351,HY368439,08/04/2015 09:36:00 AM,006XX S CLARK ST,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,BANK,false,false,123,1,2,32,3,1175658,1897608,2015,08/11/2015 01:05:14 PM,41.874408279999997,-87.630524891999997,"(41.87440828, -87.630524892)",4126.544897120304100,1018434.717318304800000
98,3,98,169,157,Pulaski Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Pulaski Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403269&regionType=8&service=chart,53,Pulaski Park,{BA0DBBC7-ACEC-463A-B080-821ED6003F82},9849325,HX497974,11/07/2014 02:30:00 AM,060XX N LINCOLN AVE,326,ROBBERY,ARMED: HANDGUN,HOTEL/MOTEL,false,false,1711,17,50,13,3,1153516,1940394,2014,11/14/2014 12:42:07 PM,41.992285142000000,-87.710679665000001,"(41.992285142, -87.710679665)",14405.889522944430000,10967459.675534323000000
99,7,99,170,159,Ranch Triangle, , ,0.000000000000000,0.000000000000000,0.000000000000000,470000,Ranch Triangle,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403305&regionType=8&service=chart,47,Ranch Triangle,{D9A0A790-2F0C-4F96-9439-AA7156FF1E79},10127972,HY316265,06/26/2015 04:03:00 AM,009XX W ARMITAGE AVE,325,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,false,false,1813,18,43,7,3,1169365,1913443,2015,07/03/2015 12:39:14 PM,41.917999614000003,-87.653168911999998,"(41.917999614, -87.653168912)",13265.256068797551000,7709684.846098783400000
100,2,100,172,161,Ravenswood Gardens,160,Ravenswood,0.000000000000000,0.000000000000000,0.000000000000000,0,Ravenswood Gardens,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403261&regionType=8&service=chart,95,Ravenswood Gardens,{E0C2EA29-A7A2-4C3C-9951-6AE14522D965},10093098,HY281783,05/30/2015 11:45:00 PM,026XX W WILSON AVE,313,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1911,19,47,4,3,1157861,1930452,2015,06/06/2015 12:39:45 PM,41.964916015000000,-87.694969839999999,"(41.964916015, -87.69496984)",6319.988780438973700,2148649.843845567200000
101,3,101,173,162,Ravenswood Manor, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Ravenswood Manor,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403290&regionType=8&service=chart,57,Ravenswood Manor,{44555C10-40E9-4DDD-9A54-281FFE0325B0},9904717,HX555082,12/26/2014 01:42:00 AM,029XX W MONTROSE AVE,313,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,false,false,1724,17,33,14,3,1156221,1929138,2014,01/02/2015 12:40:27 PM,41.961343693000003,-87.701035375000004,"(41.961343693, -87.701035375)",8875.401938982588000,4346311.391099140000000
102,77,102,194,064,Gage Park, , ,0.379457440000000,37.134025180000002,36499.214399949997000,85000,Gage Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269582&regionType=8&service=chart,118,Gage Park,{E422D0FE-22E7-4E7B-A816-970D57E95E27},10173863,HY361624,07/30/2015 10:10:00 AM,024XX W 55TH ST,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,824,8,16,63,3,1161220,1868102,2015,08/06/2015 02:45:40 PM,41.793752708000000,-87.684353122999994,"(41.793752708, -87.684353123)",31557.691779859688000,57465835.162915826000000
103,98,103,195,221,Woodlawn, , ,0.779641530000000,38.901671800000003,20555.300146009999000,255000,Woodlawn,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=276138&regionType=8&service=chart,167,Woodlawn,{3D896C31-6DB0-4E51-B060-41152D091340},10174333,HY361668,07/30/2015 10:50:00 AM,008XX E 63RD ST,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,313,3,20,42,3,1183079,1863463,2015,08/06/2015 02:45:40 PM,41.780542097999998,-87.604342457000001,"(41.780542098, -87.604342457)",19950.973559283360000,24749889.366575982000000
104,68,104,196,086,Hyde Park, , ,0.661621830000000,28.354363419999999,39468.505348920000000,270000,Hyde Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269586&regionType=8&service=chart,143,Hyde Park,{DE971DC7-A5A9-46B7-8DB0-22224C605DD5},10178164,HY366595,08/02/2015 09:30:00 PM,052XX S UNIVERSITY AVE,330,ROBBERY,AGGRAVATED,SIDEWALK,true,false,233,2,4,41,3,1184655,1870649,2015,08/09/2015 12:45:24 PM,41.800224268000001,-87.598339406999997,"(41.800224268, -87.598339407)",20629.176152634995000,27314154.268158108000000
105,15,105,197,047,East Hyde Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,229300,East Hyde Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403352&regionType=8&service=chart,210,East Hyde Park,{F0721CE1-7936-49A9-AC98-16B700D7B5F1},10139757,HY329272,07/05/2015 11:39:00 PM,050XX S EAST END AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,222,2,4,39,3,1188117,1872154,2015,07/16/2015 12:51:46 PM,41.804272157000000,-87.585595393000006,"(41.804272157, -87.585595393)",18243.074501518779000,6557579.288354585900000
106,117,106,198,201,Washington Park, , ,0.895018630000000,42.553834479999999,16877.138758900001000,209000,Washington Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=275927&regionType=8&service=chart,208,Washington Park,{5697C847-FF40-4CE3-A5A9-CE9FF10093A4},10178046,HY366404,08/02/2015 06:00:00 PM,002XX E 55TH PL,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,RESIDENCE,false,false,231,2,20,40,3,1178756,1868235,2015,08/10/2015 12:49:37 PM,41.793736406999997,-87.620046059000003,"(41.793736407, -87.620046059)",21265.057539080488000,21166290.785475396000000
107,35,107,200,024,Bucktown, , ,0.000000000000000,0.000000000000000,0.000000000000000,441600,Bucktown,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=137603&regionType=8&service=chart,147,Bucktown,{7FE5945C-340F-40BF-A810-BAD607AB483B},10176473,HY364184,08/01/2015 01:30:00 AM,019XX W NORTH AVE,320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,false,false,1434,14,32,24,3,1163364,1910710,2015,08/08/2015 12:41:58 PM,41.910628561000003,-87.675293882000005,"(41.910628561, -87.675293882)",21396.685315700157000,23059840.944683988000000
108,17,108,202,090,Irving Park, , ,0.598610880000000,35.635938209999999,42193.554138339998000,245000,Irving Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269587&regionType=8&service=chart,175,Irving Park,{1ADCE750-B10F-4BA4-BB22-0559494DF610},10155907,HY344505,07/17/2015 02:40:00 PM,036XX N KEDZIE AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,RESIDENCE-GARAGE,false,false,1733,17,33,16,3,1154361,1924249,2015,08/11/2015 01:02:50 PM,41.947965412000002,-87.708004931000005,"(41.947965412, -87.708004931)",24759.583161752293000,22533022.547858570000000
109,23,109,174,163,River North, , ,0.000000000000000,0.000000000000000,0.000000000000000,376300,River North,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403300&regionType=8&service=chart,222,River North,{FAF43DC7-5FF7-48A7-B721-6BB6D71C263D},10179351,HY367517,08/03/2015 02:30:00 AM,006XX N FRANKLIN ST,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,1831,18,42,8,3,1174170,1904648,2015,08/10/2015 12:52:15 PM,41.893759768000002,-87.635778009999996,"(41.893759768, -87.63577801)",13165.196307077838000,9777165.414639862300000
110,0,110,181,174,Schorsch Forest View, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Schorsch Forest View,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403280&regionType=8&service=chart,186,Schorsch Forest View,{DEC5B6E3-543A-434A-AE82-39CD0E5CCDF2},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,10102.730875030329000,6756305.083232475400000
111,7,111,161,142,Old Town Triangle, , ,0.000000000000000,0.000000000000000,0.000000000000000,385400,Old Town Triangle,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403304&regionType=8&service=chart,224,Old Town Triangle,{1D62BA6C-25D3-4944-B064-2AD7B1BFC2EB},10084735,HY273392,05/24/2015 03:27:00 PM,019XX N LINCOLN PARK WEST,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,false,false,1814,18,43,7,3,1173914,1912990,2015,06/24/2015 12:37:49 PM,41.916656344000003,-87.636469313999996,"(41.916656344, -87.636469314)",9804.955883299860900,5210607.568566282300000
112,4,112,165,153,Prairie District,186,South Loop,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},9985009,HY174548,03/05/2015 11:30:00 PM,002XX E 18TH ST,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,132,1,2,33,3,1178284,1891660,2015,03/12/2015 04:08:07 PM,41.858027204000003,-87.621064700000005,"(41.858027204, -87.6210647)",6509.491099785073900,2059162.504979593700000
113,23,113,171,160,Ravenswood, , ,0.000000000000000,0.000000000000000,0.000000000000000,296100,Ravenswood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=33597&regionType=8&service=chart,132,Ravenswood,{B2C87BAD-73B5-4632-AFED-167588F3CFA8},10177300,HY365389,08/01/2015 11:50:00 PM,045XX N CLAREMONT AVE,320,ROBBERY,ARMED: HANDGUN,STREET,false,false,1911,19,47,4,3,1159841,1930158,2015,08/08/2015 12:41:58 PM,41.964068554000001,-87.687698015999999,"(41.964068554, -87.687698016)",39502.024720582311000,39865167.323194250000000
114,152,114,193,214,West Pullman, , ,0.245524820000000,44.090029010000002,43430.417560290000000,129000,West Pullman,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=140913&regionType=8&service=chart,130,West Pullman,{8F2E4770-846B-4965-9BEF-EAEDEC80749A},10180880,HY368237,08/04/2015 02:21:00 AM,127XX S HALSTED ST,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,523,5,34,53,3,1173356,1820430,2015,08/11/2015 01:05:14 PM,41.662674152000001,-87.641256798000001,"(41.662674152, -87.641256798)",50023.833115625566000,99365198.296072945000000
115,212,115,199,111,Logan Square, , ,0.690603590000000,34.630105100000002,37298.223005510001000,319500,Logan Square,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269592&regionType=8&service=chart,102,Logan Square,{CE3237AA-8B3F-42AB-B9BE-A258BB85D2C0},10181504,HY369383,08/04/2015 09:26:00 PM,026XX N SPAULDING AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1412,14,35,22,3,1153672,1917257,2015,08/11/2015 01:05:14 PM,41.928792602000001,-87.710724213000006,"(41.928792602, -87.710724213)",53693.142478250847000,92539897.893794715000000
116,29,116,201,008,Avondale, , ,0.615206460000000,35.361478069999997,37026.158361410002000,310400,Avondale,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269573&regionType=8&service=chart,148,Avondale,{506935F7-A2C3-4278-85EF-62B634015061},10168278,HY357034,07/26/2015 10:56:00 PM,036XX W BELMONT AVE,320,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,false,false,1732,17,35,21,3,1151795,1921081,2015,08/02/2015 12:38:55 PM,41.939323162000001,-87.717520682000000,"(41.939323162, -87.717520682)",32208.855767799676000,35831097.280233294000000
117,0,117,177,166,River's Edge, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,River's Edge,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403273&regionType=8&service=chart,200,River's Edge,{EFE7F101-5C2B-41C7-8039-3265471642F5},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,2913.007634485762100,515219.948062989220000
118,92,118,178,168,Rogers Park, , ,0.809715980000000,37.055420939999998,31957.590681779999000,179400,Rogers Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269605&regionType=8&service=chart,107,Rogers Park,{195FDEC9-424E-455D-ACA3-13E78C585215},10181403,HY369495,08/04/2015 11:50:00 PM,015XX W ALBION AVE,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,true,false,2432,24,40,1,3,1164939,1943971,2015,08/11/2015 01:05:14 PM,42.001864920999999,-87.668560073999998,"(42.001864921, -87.668560074)",34052.398971853872000,51260655.651300557000000
119,1,119,190,225,London Town, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},10093668,HY282474,05/31/2015 04:54:00 PM,101XX S COTTAGE GROVE AVE,330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,511,5,8,50,3,1182946,1838032,2015,06/07/2015 12:43:36 PM,41.710759775000000,-87.605618539000005,"(41.710759775, -87.605618539)",7107.127054784344200,2135014.041376959100000
120,5,120,111,088,Illinois Medical District, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Illinois Medical District,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403328&regionType=8&service=chart,83,Illinois Medical District,{9BBBA854-7134-43EF-837A-1E1D0D6BFF58},10076542,HY264955,05/18/2015 08:04:00 AM,014XX S ASHLAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,1233,12,2,28,3,1165914,1893233,2015,06/05/2015 12:40:00 PM,41.862616273999997,-87.666425126999997,"(41.862616274, -87.666425127)",21388.499959317069000,24966214.188394062000000
121,173,121,135,208,West Englewood, , ,0.394421830000000,42.890061899999999,27728.753159830001000,153500,West Englewood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269612&regionType=8&service=chart,133,West Englewood,{0DF0FD93-D533-4AE0-BCD2-1A2BA83768A1},10181919,HY369650,08/04/2015 09:20:00 PM,067XX S DAMEN AVE,325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,726,7,15,67,3,1164142,1860192,2015,08/11/2015 01:05:14 PM,41.771985606999998,-87.673860771999998,"(41.771985607, -87.673860772)",37053.511080397300000,70013745.434964046000000
122,44,122,137,211,West Lawn, , ,0.162854130000000,34.704803849999998,48241.134999290000000,142500,West Lawn,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269614&regionType=8&service=chart,123,West Lawn,{0F8081B4-5F05-4F9D-931B-B3D437009BA4},10173393,HY361306,07/29/2015 11:00:00 PM,060XX S PULASKI RD,334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,false,false,823,8,13,65,3,1150771,1864481,2015,08/05/2015 12:40:02 PM,41.784026199000003,-87.722763581999999,"(41.784026199, -87.722763582)",33981.748931056616000,66023543.209251121000000
123,384,123,146,075,Gresham, , ,0.403461950000000,41.400615629999997,37031.621779579997000,86900,Gresham,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269571&regionType=8&service=chart,111,Gresham,{7593CF06-A313-4D78-9442-76DF13757C9D},10177971,HY366330,08/02/2015 05:50:00 PM,009XX W 79TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,true,false,621,6,17,71,3,1171645,1852419,2015,08/09/2015 12:45:24 PM,41.750494353000001,-87.646584594999993,"(41.750494353, -87.646584595)",52784.300936733394000,112749141.693971780000000
124,6,124,147,220,Winneconna Parkway, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Winneconna Parkway,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403364&regionType=8&service=chart,164,Winneconna Parkway,{CF61A61C-509A-4183-BDE4-2EA4D18F7912},10049050,HY238347,04/27/2015 07:00:00 PM,004XX W WINNECONNA PKWY,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,true,false,621,6,17,69,3,1174565,1853398,2015,06/30/2015 12:38:49 PM,41.753116394999999,-87.635855311000000,"(41.753116395, -87.635855311)",5350.795469870914500,1770360.419207374100000
125,3,125,121,184,South East Ravenswood, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,South East Ravenswood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403293&regionType=8&service=chart,71,South East Ravenswood,{6DE0B654-462F-4E4D-AA5B-24B5850BCFF2},10078679,HY267464,05/20/2015 02:45:00 AM,043XX N ASHLAND AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,1912,19,47,6,3,1164841,1928695,2015,05/27/2015 12:41:26 PM,41.959949164999998,-87.669356238000006,"(41.959949165, -87.669356238)",7898.129308837081200,3426209.224947144700000
126,4,126,139,213,West Morgan Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,340000,West Morgan Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403373&regionType=8&service=chart,62,West Morgan Park,{596D8F8C-C967-44A9-A47C-9ED1A7427293},10146886,HY335804,07/10/2015 11:26:00 PM,024XX W 111TH ST,330,ROBBERY,AGGRAVATED,RESTAURANT,false,false,2212,22,19,75,3,1162222,1830990,2015,07/17/2015 12:54:36 PM,41.691890866999998,-87.681709342000005,"(41.691890867, -87.681709342)",10698.227060934520000,7151107.443619388200000
127,15,127,184,178,Sheridan Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,193000,Sheridan Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403265&regionType=8&service=chart,10,Sheridan Park,{BD6867ED-D87D-470F-B4A7-E86CDB99EE69},10123103,HY312185,06/22/2015 03:00:00 PM,046XX N MAGNOLIA AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1913,19,46,3,3,1167050,1930744,2015,06/29/2015 12:46:06 PM,41.965524440999999,-87.661175873999994,"(41.965524441, -87.661175874)",9206.473283584904500,5140697.455231837900000
128,10,128,114,093,Jackson Park Highlands,188,South Shore,0.000000000000000,0.000000000000000,0.000000000000000,0,Jackson Park Highlands,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403354&regionType=8&service=chart,80,Jackson Park Highlands,{6C280C66-74F4-4FA3-BCDB-ACADF7B3872D},10138925,HY327918,07/04/2015 11:33:00 PM,070XX S JEFFERY BLVD,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,332,3,5,43,3,1190717,1858887,2015,07/11/2015 12:39:38 PM,41.767804104000000,-87.576488283000003,"(41.767804104, -87.576488283)",7940.536704119697800,3526307.454473163500000
129,19,129,81,148,Parkway Gardens, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Parkway Gardens,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403355&regionType=8&service=chart,180,Parkway Gardens,{E40B7042-3412-4619-81DA-AD4568FC3D9C},10166199,HY354266,07/24/2015 08:18:00 PM,065XX S DR MARTIN LUTHER KING JR DR,320,ROBBERY,ARMED: HANDGUN,DRIVEWAY - RESIDENTIAL,false,false,312,3,20,69,3,1180006,1861697,2015,07/31/2015 12:37:58 PM,41.775766957000002,-87.615662544000003,"(41.775766957, -87.615662544)",5388.782369746410000,1562759.270866693700000
130,14,130,89,049,East Side, , ,0.248386440000000,33.781462460000000,40117.098742820002000,83200,East Side,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=138166&regionType=8&service=chart,140,East Side,{7E634F03-5D5B-4FA8-A409-20CA3C28B57F},10169962,HY358328,07/26/2015 09:00:00 PM,098XX S AVENUE L,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,432,4,10,52,3,1201758,1840667,2015,08/02/2015 12:38:55 PM,41.717533498000002,-87.536637318000004,"(41.717533498, -87.536637318)",49197.932181693708000,67782856.453722298000000
131,116,131,204,101,Lake View, , ,0.688214870000000,35.377180719999998,47835.522916510003000,413300,Lake View,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269589&regionType=8&service=chart,109,Lake View,{DC69749D-4B13-4FB3-9D8F-FFA7FB044D57},10181421,HY369428,08/04/2015 10:30:00 PM,015XX W MELROSE ST,320,ROBBERY,ARMED: HANDGUN,STREET,false,false,1922,19,44,6,3,1165217,1921692,2015,08/11/2015 01:05:14 PM,41.940724602000003,-87.668173707999998,"(41.940724602, -87.668173708)",58627.165389267517000,61742509.313897423000000
132,5,132,213,038,Cottage Grove Heights, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Cottage Grove Heights,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403383&regionType=8&service=chart,74,Cottage Grove Heights,{6690BF30-16BE-41A5-B16A-C007B4917F09},10100767,HY289089,06/05/2015 01:45:00 PM,095XX S WOODLAWN AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,511,5,8,50,3,1185828,1842156,2015,06/12/2015 12:42:30 PM,41.722009186999998,-87.594934660999996,"(41.722009187, -87.594934661)",12705.917249538563000,9765742.244565783100000
133,134,133,214,170,Roseland, , ,0.326870750000000,41.617161950000003,39527.674578780003000,138200,Roseland,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=275251&regionType=8&service=chart,139,Roseland,{E4B98B29-6808-4694-8262-B1D362C91CF5},10177252,HY365325,08/01/2015 07:30:00 PM,002XX E 111TH ST,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,true,false,531,5,9,49,3,1179618,1831366,2015,08/08/2015 12:41:58 PM,41.692543893000000,-87.618009025999996,"(41.692543893, -87.618009026)",52782.194199415702000,56888045.776546068000000
134,67,134,215,020,Bridgeport, , ,0.572486920000000,31.667019719999999,37010.544759780001000,372600,Bridgeport,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=273035&regionType=8&service=chart,120,Bridgeport,{B10002A2-9666-4D62-892D-2F81CAFE1BA4},10172984,HY360918,07/29/2015 06:00:00 PM,027XX S HALSTED ST,313,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,913,9,11,60,3,1171373,1886670,2015,08/05/2015 12:40:02 PM,41.844488755999997,-87.646578599999998,"(41.844488756, -87.6465786)",36200.872271709384000,76358366.088955998000000
135,4,135,175,164,River West, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,River West,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403297&regionType=8&service=chart,86,River West,{40051D40-2A61-4476-84CB-D4D132EAD7FB},10169853,HY358221,07/27/2015 07:00:00 PM,007XX N HALSTED ST,312,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,false,false,1214,12,27,24,3,1170867,1905497,2015,08/03/2015 12:43:37 PM,41.896162523000001,-87.647883811000000,"(41.896162523, -87.647883811)",10499.846840036877000,4643042.155590979400000
136,0,136,179,172,Sauganash, , ,0.000000000000000,0.000000000000000,0.000000000000000,570000,Sauganash,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=140292&regionType=8&service=chart,5,Sauganash,{F48B2868-2802-4EEC-B329-C58173AB128C},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,20132.140697107556000,23840274.954441655000000
